ID,UNO,SERO,ind1,ind2,ind3,ind4,Tatt1_1,Tatt1_2,Tatt1_3,Tatt2_1,Tatt2_2,Tatt2_3,Fatt1_1,Fatt1_2,Fatt1_3,Fatt1_4,Fatt1_5,Fatt2_1,Fatt2_2,Fatt2_3,Fatt2_4,Fatt2_5,Noratt1,Noratt2,Noratt3,Noratt4,Noratt5,Noratt6,Noratt7,Noratt8,Noratt9,TCH_1,TCH_2,TCH_3,FCH_1,FCH_2,FCH_3,FCH_4,FCH_5,TRNK_1,TRNK_2,TRNK_3,FRNK_1,FRNK_2,FRNK_3,FRNK_4,FRNK_5,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,Cont_1,Cont_2,Cont_3,Cont_4,Count_1,Count_2,Count_3,Count_4,Group_1,Group_2,Group_3,Group_4
1,1,0,1,0,1,1,1.04876789632645,0.848438222589841,0.241735301082153,0.0981067260362953,4.09052567208345,0.00871791190767157,1.54528576231969,0.130588021266537,0.537524804880686,1.42113925009584,0.24096604801453,2.08838877949575,2.69930968862079,0.874316769546035,1.3018500114145,2.87634367099592,2.38921832900154,0.735010244391124,1.0902318009453,0.333451214793105,0.185159912485439,0.144838625400837,1.93240502372333,0.836104056447555,1.33692804660438,0,1,0,0,0,0,1,0,2,1,3,4,3,5,1,2,5,5,1,3,1,5,4,5,1,1.87866490847375,3.37977999918715,-1.99852036171989,-2.15796629483604,16,8,14,5,3,3,1,4
2,1,0,1,0,0,0,0.0616974042748803,0.487788864916475,0.520089858876139,2.5902409740379,0.871078200275082,1.81749313965325,2.91895866332532,1.24729533672651,0.792189251026692,0.982982943292016,1.13775641848713,1.05251175965883,1.21797403831383,0.525528445700986,1.24044835432951,1.60845900992814,1.2181143640499,0.487222151871237,0.128857907664734,0.502183447522219,1.34171227029383,0.979051720330494,0.0429639669675273,1.60993895372375,1.76464478385837,0,0,1,1,0,0,0,0,3,2,1,1,4,2,3,5,1,2,4,1,1,1,4,5,3,-1.86433236750235,0.516990906650722,-0.774962173505026,-2.18197287848044,10,8,11,11,3,4,4,4
3,1,0,1,0,1,0,0.889962109600371,0.147323453329021,0.501510127830508,2.52483486679032,0.574502265701397,0.297476606037757,0.966502471641972,0.337462444985172,0.131769204780161,0.414828365028304,1.42847508016042,1.95707103857431,0.019126877127276,2.41565392855996,0.35637108948745,2.22390591239353,0.10659686133369,2.27575931689831,0.498528895213204,0.0706087662547003,2.17831200973834,0.642531911298839,1.24871921513728,0.92655538251758,0.621436980395795,0,0,1,0,0,1,0,0,2,3,1,3,4,1,2,5,2,3,1,3,1,1,4,2,1,-1.47440479364146,2.30710267757159,3.21998480713379,-0.0515652488290888,13,7,12,9,3,4,4,1
4,1,0,1,1,1,0,0.329343047190943,1.29313419241093,1.67982888542672,0.912268034533946,2.11497295049717,1.34579036632773,0.117801515741827,1.32515685876651,2.13453521446787,0.0643609093692717,2.35726938392742,0.60084187489329,3.117872208345,0.530829223402802,2.00657024120235,3.19439480139246,1.30858027071195,0.910887313069132,0.383905254782327,0.560870701026185,0.893078931150119,0.843879105208673,0.130247819497555,2.03828632099802,0.276392638822621,0,0,1,0,0,1,0,0,2,3,1,2,5,1,3,4,2,2,2,4,1,1,1,4,3,-0.162001978807742,1.44536764002756,2.3015979385617,-0.632395901576107,16,8,15,13,2,3,3,2
5,1,0,0,1,1,1,0.235991150673617,1.31605561876114,0.368835610974195,2.83125612036168,2.90835372098714,0.536989035032993,0.759123767660656,0.405291742047699,0.0346087587108249,1.19350702807779,1.0235780554778,3.58467199314828,0.623004073809618,1.46905566265419,0.456823652820721,2.4251742305511,1.86117966581239,1.9915089460086,0.732535367898792,0.432118252274684,1.18449127073848,0.839558861950851,0.7526270456057,1.12063435227185,2.06819415252275,0,0,1,0,1,0,0,0,3,2,1,4,1,5,2,3,4,5,1,1,1,4,5,5,1,-1.05144196160115,3.2771376158469,-0.642212060385422,3.29649302135513,17,3,14,8,3,1,2,3
6,1,0,1,1,0,0,1.96753694545436,0.288922810192445,0.231223235949811,0.335055156309901,0.413708054250224,3.47837941790665,0.247540726902898,0.0864132084710231,0.95483994402013,1.30326159875362,1.94947769188954,0.424463643938138,0.753726902124421,2.01167146648069,2.68946971208854,2.77073554119569,1.03615666377149,0.145312141862717,0.867773121683416,0.647583453652776,0.109130873257274,0.302661374193594,0.769004252858531,1.29722371674681,1.05538804126,1,0,0,0,1,0,0,0,1,3,2,3,1,2,4,5,2,1,2,1,3,4,3,3,3,-0.937411479675223,1.60667517954928,3.2059285451586,-0.819284039829147,11,8,9,13,3,3,3,3
7,1,0,0,1,1,0,0.402342996554502,1.84110029609373,0.706900899952281,1.58309853039263,2.22060655586262,1.98865335817753,0.359661990129799,0.18205924059832,1.15080959976047,1.02610406414474,0.374370134713968,0.619429713467657,3.27864754319462,1.51500682945715,1.41798787822649,1.4508312874013,0.388576423379599,0.150614444210361,1.04989827817739,0.376808083205892,0.368645497333047,0.700632920998596,1.70744077144957,1.01662557204741,0.370311279697028,1,0,0,0,0,0,1,0,1,2,3,3,4,5,1,2,4,4,1,3,1,4,4,4,1,2.33691844600389,1.63814579051533,0.485861278925486,2.66384720796762,11,6,15,10,1,2,3,3
8,1,0,0,0,0,0,1.61061359627564,0.81018221196116,0.451258681126516,1.42050505953233,0.308555583247358,2.77264859172446,1.12895644055343,1.05418834380773,0.24522804588364,0.29527884589116,0.682730516295432,3.09509693636528,0.161669806817049,0.464313933568861,2.80706227832272,4.76918448032564,0.69334548015343,1.55331604819022,0.480973866527001,1.38334944896274,0.796775217410079,0.128914746751639,0.326856423471413,0.591101332698511,0.778575437576513,1,0,0,0,0,1,0,0,1,2,3,2,3,1,4,5,1,1,1,5,2,2,2,2,4,-1.98436552961558,2.49844252761301,3.0143424107507,-2.4197036417126,5,5,7,12,3,4,4,1
9,1,0,0,0,1,1,0.507214297587343,0.997913350247282,0.986581369916968,2.17581369720033,1.78206340928804,0.33039447084535,0.609148968671571,1.88157055455199,1.74215159470265,0.808335352132134,0.662015479451624,3.45098680529531,2.41594995898066,0.352828990338,2.93215994246026,2.44021104377793,1.07527132370441,0.943310194069759,1.70167012947176,1.01977467577469,0.66830415704457,0.223762460073887,0.149858369964412,0.210806932398304,1.02038274759997,0,0,1,0,0,1,0,0,2,3,1,2,4,1,3,5,1,1,2,5,4,1,1,1,2,-3.06947729167423,2.06313990955709,3.54725745656317,-0.557388482064538,5,13,11,13,3,3,4,1
10,1,0,1,1,0,0,0.347337773003642,0.557788761113524,0.192489878342918,2.4076862443429,1.87255344375179,1.09214006464939,0.0698977197831947,0.899098308428069,0.477088573069668,0.340381707202086,0.990240577412517,1.01449528560578,0.831397034060734,1.22346208250716,3.16145967887173,1.91851575782677,0.0264167030080626,0.0246460949700843,0.100661914985125,0.370237658757008,0.0250488827234864,0.522464644850544,0.687679470638536,0.684338417244869,0.355283010388164,0,0,1,0,1,0,0,0,2,3,1,4,1,2,3,5,1,1,2,3,4,3,1,3,2,-2.00364630691774,1.13595423197986,1.50219473187762,-0.500572059833681,8,8,14,12,1,4,3,3
